alpha,delta,u,g,r,i,z,class,redshift,plate,MJD
238.077952215096,5.07385506457041,21.97311,21.24839,21.03462,21.10573,20.8993,QSO,2.612851,4877,55707
301.498000581031,-11.2103498850993,18.59498,17.28932,17.22782,17.27785,17.25861,STAR,-0.0005762112,2303,54629
41.3085046967158,-4.14974437683938,23.90314,23.2877,22.09629,20.97212,19.86583,GALAXY,0.7997603,7880,57336
168.315274639195,-2.14548091896598,24.63953,20.952,19.19122,18.55997,18.19635,GALAXY,0.3312091,3788,55246
164.068030631152,-2.03997785466049,23.38074,21.66721,19.83276,18.95862,18.55376,GALAXY,0.4984578,3772,55277
166.994904863138,-2.08266172952216,24.43979,22.01984,20.31865,19.50343,19.08322,GALAXY,0.4631013,3773,55240
258.137493850976,37.6419824317333,19.97173,19.847,19.6492,19.67089,19.57334,QSO,0.9624888,10721,58288
131.930138103702,46.1512226764115,24.51324,22.01118,20.44708,19.86624,19.3097,GALAXY,0.3856363,6396,56358
151.780738597583,55.5307438408515,22.5909,21.85914,21.04457,20.0263,19.3232,GALAXY,0.7413193,8187,57423
240.398030350667,53.7930049615955,22.27009,21.88004,21.86718,21.62646,21.52725,QSO,1.534632,8413,57897
187.242356700178,-1.27770164483866,22.82472,21.48174,21.41831,21.27711,20.94785,STAR,-0.0004551542,3792,55212
188.587983999171,-1.31730925749155,20.67111,20.39357,20.43358,20.39391,19.91854,QSO,2.153791,3778,55213
168.391966106408,-1.99631738075218,23.3112,20.71673,19.00056,18.36402,18.00482,GALAXY,0.3593824,3788,55246
190.038932773312,-2.25926589719857,25.67344,20.44433,18.76088,18.15445,17.77124,GALAXY,0.3915631,3778,55213
30.8994981742872,-2.34166639124065,22.7719,21.35229,19.76984,18.98492,18.63468,GALAXY,0.4842884,4347,55830
114.836891091703,19.5275252806765,24.55032,22.78479,20.90423,19.74489,19.24321,STAR,0.0002799791,4488,55571
118.370178911237,38.5378674997414,19.97859,18.17093,17.14448,16.68067,16.32067,GALAXY,0.1179983,544,52201
123.881499134901,44.0811205395033,19.94607,17.82199,16.69403,16.19786,15.82629,GALAXY,0.1483214,547,51959
41.3735922336379,32.3797355865144,22.2296,19.00166,17.71405,17.13802,16.74984,STAR,1.663389e-05,3210,54876
187.89237825025,-0.45441847621467,22.52464,21.95363,20.69423,19.6374,18.98818,GALAXY,0.7803082,3848,55647
148.442133564484,-0.555063948847477,22.31746,22.41346,20.71086,19.67698,19.21401,GALAXY,0.5395,3828,55539
214.925895270773,38.9659545812647,23.49862,20.78679,19.07402,18.24822,17.78548,GALAXY,0.461649,1380,53084
226.271224882349,35.1249549313014,22.96887,21.09543,19.29225,18.68604,18.27907,GALAXY,0.3555442,4717,55742
206.7609680504,40.8826583544436,18.68269,17.10688,16.35457,15.95264,15.66265,GALAXY,0.06262816,1377,53050
174.037950085828,27.0655733428809,17.42133,15.80045,15.10204,14.79837,14.6388,STAR,0.0001821575,3221,54864
179.038859293028,27.338182452824,22.48709,21.83258,21.85103,21.61159,21.62447,QSO,2.502577,6402,56334
220.844031714612,3.00383056520638,18.87839,17.80868,17.40321,17.2445,17.1814,STAR,-0.0002661748,587,52026
184.107240554063,67.8243782166475,24.28956,22.52302,20.57788,19.50683,19.12641,GALAXY,0.4932297,6966,56748
142.26767137117,61.1164008827785,20.04758,18.18681,17.39632,16.99567,16.70595,GALAXY,0.07533602,486,51910
4.44106787094859,24.8247630900044,24.17806,22.39309,20.98169,19.62198,19.27626,GALAXY,0.6713957,6279,56243
235.703687452031,43.4689799343354,21.8502,21.64958,21.42263,21.32638,20.99967,QSO,1.10562,8511,57901
232.474499344988,32.4440223679606,17.44214,16.34158,15.93218,15.66778,15.47401,GALAXY,0.03087196,1387,53118
85.4697672754615,-1.0859089446049,22.72685,20.52218,19.23319,18.46141,18.00827,STAR,9.976911e-05,7259,56603
337.612609889791,32.25571455673,26.45539,21.73353,19.738,18.99964,18.79235,GALAXY,0.3703575,6509,56486
329.793497518426,8.18099048045183,23.72228,22.48932,21.04653,20.03893,19.43639,GALAXY,0.5768974,4097,55506
232.180332602211,41.4074181144458,19.97642,19.93635,20.15737,20.35244,20.76091,STAR,-0.0001180614,1679,53149
251.561864069813,36.6339100137056,23.35333,23.03426,20.96728,19.97372,19.42658,GALAXY,0.5663913,5197,55828
217.367586428006,53.3280229339379,23.12717,21.79901,20.6365,19.66209,19.38706,GALAXY,0.4956602,6717,56397
232.355451994333,47.1587326676993,23.31005,20.39694,18.77002,18.17377,17.7481,GALAXY,0.3158135,6735,56397
122.139098327586,42.8101144859216,20.50198,19.9157,19.95441,19.53658,19.32923,QSO,0.5426478,437,51876
194.159959846115,-1.27265988962249,17.98291,17.96863,17.92499,17.64422,17.56369,QSO,1.784452,3779,55222
188.611514669507,-1.36664614627425,20.80807,20.32269,20.2743,20.27548,20.1481,QSO,0.856191,3848,55647
265.540110671406,54.9631974357449,24.37004,22.28465,20.95357,19.8778,19.30655,STAR,-0.0002875841,362,51999
107.622712626834,31.2609164755556,23.11089,21.50611,19.95484,18.87848,18.29465,STAR,0.0001112334,3160,54793
182.871570242452,34.7510298017929,23.64439,22.24303,20.82402,19.81182,19.48905,GALAXY,0.570771,4610,55621
110.813703327286,-0.0387444309028,20.31289,18.19263,17.37629,17.06902,16.87294,STAR,-9.643016e-05,7450,56722
321.332783395044,1.18496593372165,21.77071,19.64473,18.2863,17.02131,16.34542,STAR,-0.0002324396,1522,52932
238.85648175553,5.02904368637061,19.32605,18.99478,19.09691,18.8344,18.58472,QSO,0.4705253,2951,54592
333.102131242207,2.35312989271978,20.5755,20.55678,20.31782,20.14162,20.01746,QSO,1.454155,9167,58064
234.400244947434,19.700575186433,23.88881,20.93974,20.42581,20.28139,20.21701,STAR,0.0001714525,3937,55352
226.691331790422,53.752367783656,23.7108,21.9861,20.48116,19.36103,18.90707,GALAXY,0.6133544,6713,56402
244.659217377804,43.0373860684215,20.54152,18.62478,17.76384,17.36046,17.03544,GALAXY,0.05750107,815,52374
121.168183517924,10.7535646856701,19.11098,17.98803,17.54449,17.33664,17.26815,GALAXY,0.03426944,2418,53794
122.554800987814,0.951803193793326,21.98569,19.83044,19.15879,19.03659,18.92558,STAR,0.0001138709,4788,55889
122.437528201851,0.967177328713987,21.03327,19.9874,19.73486,19.67166,19.68408,STAR,0.00014482,1149,53003
20.1351325987404,0.931939650878518,20.28196,19.01743,18.48789,18.26529,18.17621,STAR,-0.0001985681,1080,52614
255.365517730099,23.3401799599933,18.42736,17.08447,16.58495,16.40273,16.32946,STAR,-0.0002482476,1687,53260
141.221639126503,22.3379316993863,23.11443,22.75725,22.30725,21.64944,21.39412,QSO,0.7923076,9590,57813
357.637236787773,-7.50644207741011,24.97096,22.0216,20.05973,19.10695,18.83718,GALAXY,0.4628566,7146,56573
215.514583116501,43.8230630707186,21.50868,21.89349,21.50105,21.24882,22.04428,QSO,1.466288,8501,57519
184.760666979502,-1.30037320709186,22.17261,21.22073,20.93486,20.90557,20.23504,QSO,1.298525,3846,55327
186.890339444563,-1.27892539324996,19.28365,18.17075,17.73487,17.54289,17.4226,STAR,0.0003777018,334,51993
147.749653489442,5.97110991539912,23.4132,21.40574,20.7064,19.77576,19.60105,GALAXY,0.6738341,4799,55656
158.70902224589,6.59055589773432,25.51138,23.33093,21.09709,19.72161,19.30177,GALAXY,0.6566686,4852,55689
238.309051091906,14.5755501573462,22.55734,20.1905,18.85806,18.70286,18.03371,STAR,9.312031e-05,3923,55325
146.440009051668,32.2757184990634,22.65983,22.28594,21.44791,20.34638,19.53469,GALAXY,0.6456068,10228,58223
152.088547869293,34.0480798061301,26.20996,21.17162,19.30919,18.65889,18.37748,GALAXY,0.375939,6460,56334
152.751100317835,34.2640921634212,23.30858,23.01882,21.69625,20.4771,19.76939,GALAXY,0.6279761,10231,58171
139.031994734391,41.1091984609168,22.37984,21.41378,21.00059,20.89526,20.95222,STAR,-0.0004013678,8297,57416
189.25296722622,51.0587409664824,20.9653,21.29581,20.98796,20.90875,20.6335,QSO,1.331918,8227,57427
203.36390049753,49.6688288030397,19.59239,19.62892,19.64275,19.43314,19.29152,QSO,2.001269,6744,56399
209.517935843239,32.9413757002866,25.86404,21.77522,20.23332,19.36795,18.92175,GALAXY,0.5240237,3861,55274
218.122094496425,38.0367037280221,23.53238,22.72597,21.06972,19.79957,19.28054,GALAXY,0.5679981,5173,56046
240.589021150877,54.1847313181322,18.18777,16.27553,15.24385,14.74487,14.34028,GALAXY,0.06565182,619,52056
215.004146492372,44.0249011769622,21.85373,21.98005,21.84822,21.2662,21.97533,QSO,1.818152,8501,57519
333.098526604495,-1.87389772948218,21.94149,21.59599,20.57335,19.94415,19.83502,GALAXY,0.8816677,9236,57685
209.787162581263,40.2755530784524,21.66574,21.38781,20.54285,19.5948,19.23192,GALAXY,0.7123252,6630,56358
220.832778734202,37.2836613943992,21.83143,19.6424,18.09889,17.57654,17.1551,GALAXY,0.2603677,5173,56046
228.679940236654,34.1921654422873,23.89755,20.75867,18.95068,18.31234,17.91252,GALAXY,0.3886554,4716,55738
231.827285877716,32.6648714617475,20.09801,18.12963,17.40614,16.9789,16.68824,GALAXY,0.0784311,1388,53119
237.802613372452,19.3943418123571,24.47091,22.37177,20.95089,19.7861,19.37499,GALAXY,0.6298758,3931,55350
220.710263755381,54.885727544981,17.25677,16.40611,15.87084,15.43477,15.30345,QSO,0.1248547,1162,52668
173.87450204111,26.8648251335663,19.96143,19.1054,18.8463,18.74775,18.65528,STAR,-0.0002103261,3222,54862
174.843074985293,27.1118645998794,23.1349,21.29155,19.90347,19.30308,18.83934,STAR,0.0004912023,3221,54864
26.2971841364279,27.2359993445406,20.82563,20.60452,20.41696,20.21507,19.94008,QSO,2.022906,7689,57743
27.9143937213953,27.0447653992635,21.45971,19.72139,19.03087,18.73209,18.50397,STAR,-0.0002462851,7689,57743
138.130336550331,59.1262087081242,23.12841,22.41408,20.58902,19.48555,18.96449,GALAXY,0.5523243,5708,56605
128.28410813945,10.9936321708154,22.53296,21.00101,19.29498,18.60151,18.17585,GALAXY,0.3394721,4507,55564
130.315057081974,11.5339577453695,24.83264,21.93453,20.36245,19.44942,19.14768,GALAXY,0.4845302,5287,55952
0.755614315620761,-7.56466993275383,23.54085,21.82855,20.38518,19.47592,19.05914,GALAXY,0.4788034,7147,56574
217.73034897165,51.906597211485,22.70116,21.50962,21.27214,21.31004,21.01029,QSO,2.145457,7032,56471
234.706805362469,44.1104981801773,21.45805,21.57618,21.28118,21.00506,20.68566,QSO,1.424002,8511,57901
324.582723702664,11.3864847200522,17.50835,17.37957,17.41199,17.51406,17.65748,STAR,0.0001588887,731,52460
1.11473396262068,2.85479099551977,23.21221,23.17955,21.61004,21.05344,20.05876,STAR,-0.0001142426,7852,56987
205.779166050853,59.5112553124751,18.7993,17.63736,17.06883,16.65675,16.49017,GALAXY,0.08483098,960,52425
243.399016827743,44.0110444760465,25.1465,21.85688,20.2199,19.31535,18.94939,GALAXY,0.4974708,6034,56103
16.5352714254831,0.993110821137605,21.46601,19.04663,17.56925,16.16573,15.42531,STAR,-0.0001144377,1498,52914
15.1343743975514,0.896855457335728,20.33456,20.11838,20.16323,19.95484,20.0463,QSO,1.616852,693,52254
32.1421150110445,0.929265651735701,24.63449,21.59998,20.56758,19.21235,18.72172,STAR,4.63391e-05,7834,56979
132.192679239302,31.7302881762194,23.71745,22.13449,21.47357,21.07093,20.75471,GALAXY,0.9375188,10431,58137
331.213786557047,30.4301137290264,20.04294,18.0353,16.97857,16.4693,16.06207,GALAXY,0.1300063,5961,56460
3.52662706592163,-9.78346161065502,25.43494,21.9445,20.19663,19.34957,19.10571,GALAXY,0.4628115,7169,56628
148.263080881349,19.7497283727396,24.01409,23.10379,22.80694,21.88833,20.75051,GALAXY,0.9132155,9546,57864
223.903214816061,40.9550340412319,22.01129,21.42978,21.33104,21.4527,21.00415,QSO,2.193366,6053,56091
254.621581468724,24.3883141218989,20.01789,19.79317,19.45244,19.29421,19.18606,QSO,1.43601,1687,53260
254.719061944276,24.2102429366753,20.42132,20.17719,20.00024,19.71013,19.83913,QSO,1.803125,1687,53260
196.418663723684,-2.19262825189949,19.70783,17.85652,17.01372,16.62867,16.32545,GALAXY,0.08796579,339,51692
183.843317564903,-2.08706124146946,23.43205,21.484,20.2761,19.42262,19.09604,GALAXY,0.5360903,3777,55210
184.990948026908,-1.43732624869539,19.8579,18.93099,18.82025,18.68019,18.38469,QSO,2.646141,3846,55327
186.085798299734,-1.26038706846916,22.72115,21.48193,21.02874,20.64724,20.32027,STAR,0.0004960809,3847,55588
8.53917851790541,0.200632441161519,24.93623,22.7405,22.10034,21.0161,22.092,GALAXY,0.7294406,9409,58051
189.610367837766,67.8314875758898,20.38708,18.62177,17.52213,17.05884,16.73866,GALAXY,0.1402836,494,51915
237.727812304532,14.667349957705,23.08241,19.98306,18.6252,18.0485,17.72631,STAR,-0.0001173588,2518,54243
324.18611025135,4.54049000621683,26.15695,23.48635,21.59081,20.10327,19.4623,GALAXY,0.7439704,4087,55449
251.801120185753,22.172391506206,19.4934,18.19962,17.65635,17.5167,17.32282,STAR,-0.0004487752,3426,54977
195.501920297331,55.8748420936855,24.12195,22.64812,21.01521,19.8577,19.34355,GALAXY,0.5836272,6831,56426
222.329113418001,3.09314064451895,22.7241,21.75247,21.66745,21.6132,21.37659,QSO,2.270194,4018,55622
28.1182499344046,27.0052195838508,21.49232,20.86301,20.76408,20.52986,20.81629,QSO,0.6219593,7689,57743
205.532837520866,41.1523544213654,20.21995,18.41252,17.13763,16.59915,16.23453,GALAXY,0.2226385,1377,53050
140.607031002138,42.1246398448191,19.47207,18.98725,18.74913,18.608,18.8118,QSO,1.505569,1201,52674
145.791974849656,44.3418571676483,19.56815,18.55853,18.24595,18.10394,18.04704,STAR,-0.0004077848,3321,54924
236.463171793666,43.0301310158092,19.19521,18.24865,17.94137,17.8099,17.80909,STAR,-0.0008135841,8512,57903
246.138792045854,35.6926794408503,19.13572,19.19361,19.18491,18.74213,18.70541,QSO,1.79738,1057,52522
343.549847487094,16.9724077663877,22.97863,22.06222,21.79086,21.79267,21.59794,QSO,2.401183,5034,56190
177.641798504157,-0.537806202784503,18.04435,16.90601,16.67924,16.58858,16.62658,GALAXY,0.00611839,284,51943
193.970267009477,4.13363557548313,18.57912,17.11605,16.31737,15.95174,15.66033,GALAXY,0.1036504,848,52669
195.820688223687,4.20109169328706,19.38335,17.60802,16.80878,16.41808,16.13785,GALAXY,0.03943663,849,52439
30.5720292156837,-1.12784554938369,16.44682,14.41355,13.4567,13.03564,12.72423,GALAXY,0.04254673,701,52179
30.5844689107914,-1.11080792463921,17.42253,15.39012,14.49121,14.0741,13.68777,GALAXY,0.04317472,403,51871
17.6031748949041,-1.13099305337016,24.88175,23.34629,21.49187,20.63398,20.66784,QSO,1.311381,1499,53001
25.7942805287447,-1.23182575962065,21.79658,20.37444,19.44228,19.00376,18.54181,GALAXY,0.2774362,8793,57391
126.413760795114,2.82589229161786,19.46814,17.44984,16.45867,15.98362,15.63083,GALAXY,0.08456881,4792,55925
133.601431681497,3.51015586172271,17.8054,16.46597,15.85306,15.50767,15.23255,GALAXY,0.02793614,565,52225
149.399158821327,4.98254336685348,19.75078,18.28457,17.406,16.92628,16.58518,GALAXY,0.1266598,572,52289
146.550582435776,4.73471457640542,19.3078,18.03686,17.35918,16.96924,16.71451,GALAXY,0.08806066,570,52266
357.605321808159,34.0369913596256,19.71846,19.57501,19.52299,19.29157,19.35099,QSO,1.733626,7759,58401
277.416556888299,64.2329591419852,20.3308,18.4146,17.59772,17.26997,17.07509,STAR,-0.000201438,2552,54632
189.00472942446,-0.909785975179508,24.13924,21.99309,21.63669,21.39706,21.45062,STAR,0.0002147012,3778,55213
191.774722300691,-0.973805394673783,22.88001,21.87833,21.73072,21.471,21.0317,STAR,-0.0005738199,3779,55222
212.652851365716,20.3087305803121,18.97175,17.87908,17.70812,17.68098,17.67256,STAR,-0.0003183571,2772,54529
111.472639044931,31.8487439026703,22.02707,19.95582,18.87667,18.4358,18.19931,STAR,0.000309561,2695,54409
148.584826862984,18.2534642968078,23.18764,22.30519,20.47701,19.5363,19.02947,GALAXY,0.5827698,5322,56003
117.48129478982,33.5239103191724,20.71835,18.80559,17.76449,17.30837,16.92365,GALAXY,0.1207124,756,52577
213.522188567669,65.1358589828521,20.57247,18.53771,17.42291,16.94281,16.59195,GALAXY,0.1583634,498,51984
237.971847194695,56.2566130005281,24.63479,23.40591,21.42101,20.38606,19.71343,GALAXY,0.6503223,8418,58199
12.7850080021719,0.99342603794908,24.12724,21.45257,19.94864,18.27488,17.33477,STAR,-0.0001693981,1128,52637
251.039214970549,20.8255431717652,22.96794,20.32572,18.98986,18.20872,17.94754,STAR,-0.0003200503,1570,53149
355.966162497771,11.7682208786942,21.37721,21.00875,20.77029,20.7668,21.08396,QSO,1.490289,6158,56239
19.7058747921912,-1.08694041309549,25.76888,24.06256,21.68789,20.6052,19.59635,GALAXY,0.795339,7876,57002
16.7593328342628,0.928313162826775,20.37605,20.2219,19.86114,19.95415,20.14953,QSO,1.365839,1082,52523
23.3070499105075,0.915185931935968,21.31392,21.68766,21.0307,21.04574,20.87442,QSO,1.348806,7847,57012
24.18421606116,0.992028227705408,21.08943,18.57309,17.15652,16.44646,16.0446,STAR,4.542374e-06,1078,52643
16.8889280619159,0.910544885633169,23.06268,21.69579,21.38953,21.32414,21.95718,QSO,1.283623,3735,55209
20.3574476903486,0.945455479868508,23.37455,22.1083,21.77744,21.74933,22.11646,STAR,-0.0007498467,7861,57281
347.982723379144,22.6100209775921,21.50886,21.25485,20.91762,21.01148,20.92613,QSO,1.009002,7670,57328
349.52395429672,22.7628938653386,21.61383,19.83098,19.16949,18.98757,18.87098,STAR,-0.0001301511,7670,57328
231.413617647911,43.0197790802644,24.54054,23.09882,22.11305,20.88402,19.69603,GALAXY,0.8746462,8515,58192
223.898754370688,46.5980592281276,24.93494,22.27543,20.61271,19.69071,19.4385,GALAXY,0.529223,6737,56365
207.464847386504,0.184770841741961,23.6018,22.00866,20.292,19.42733,18.94585,GALAXY,0.4953687,4040,55605
208.45720270192,0.0650917604067116,24.43141,21.16911,19.28974,18.67184,18.21038,GALAXY,0.3560174,4040,55605
161.47192427427,31.9787092202574,22.71833,22.09212,21.47614,20.64861,20.13938,GALAXY,0.7747798,10472,58159
186.221194916319,-1.37650322561247,23.90393,21.96923,21.76711,21.58643,21.1877,QSO,0.7961239,3792,55212
189.300796326568,-1.35197660520032,20.53548,19.82023,19.57404,19.57018,19.345,STAR,0.0003876646,3778,55213
255.43819563523,23.2928445902249,19.92651,18.96687,18.59575,18.41657,18.35142,STAR,-0.0005393436,3290,54941
164.222961881048,-1.92516628655633,22.20081,21.76077,20.25551,19.37535,18.93197,GALAXY,0.5017595,3772,55277
158.567263691312,-1.97360258456264,23.24119,22.78584,20.71223,19.8043,19.33157,GALAXY,0.514908,3771,55544
5.0742944331754,2.85182159035857,21.78919,22.53856,21.89905,22.10979,22.23881,QSO,1.165549,7854,56989
153.286252077892,46.7697433955151,20.75788,20.57919,20.34157,20.54753,20.71353,QSO,1.037218,7384,56715
144.711279608111,0.117501051372788,20.16828,18.84968,18.69235,18.6511,18.64125,STAR,0.0002994257,3826,55563
335.380249688099,1.72008292141437,21.15881,21.01185,20.71532,20.25028,20.23396,QSO,1.741147,9168,58067
317.498504088595,1.13212352970271,19.18317,18.00996,17.42171,17.16846,17.02013,STAR,-0.0004093634,1918,53240
111.424018970646,31.7576512663415,21.59799,20.45508,20.03617,19.85084,19.86567,STAR,3.09393e-06,2695,54409
114.894669617439,19.6148557796033,23.43731,23.39077,22.88478,21.78885,21.43258,GALAXY,0.7774306,8954,57453
228.467811144032,60.8283532037727,20.3724,18.21828,17.12534,16.67876,16.30744,GALAXY,0.1429617,613,52345
149.467656432551,19.9740752881224,24.19275,22.83356,22.36386,21.31371,19.74689,GALAXY,0.8210213,9578,57817
229.113489915869,33.9316334320568,23.41827,22.58479,20.73408,19.73241,19.26129,GALAXY,0.5189459,4720,55691
174.432250792299,57.9886975271149,24.90515,21.87976,20.3027,19.26884,18.83408,GALAXY,0.5009453,7092,56683
337.084628029416,70.1028339195535,18.71964,15.32067,13.72829,16.5675,12.51609,STAR,-0.000175464,2537,53917
246.903372717624,32.8949405977596,22.29043,20.75191,18.86761,18.16155,17.71344,GALAXY,0.4195208,4955,55750
29.3302402797293,-2.34682842258727,22.91525,20.74626,19.10117,18.17403,17.62896,GALAXY,0.4904285,4349,55803
129.180085981324,44.4045852108143,23.15094,20.95816,19.22631,18.57619,18.1608,GALAXY,0.3315355,5163,55889
140.897981132033,60.0203115151061,24.43757,21.84339,21.32564,21.34903,20.52287,STAR,0.000112876,5712,56602
352.047415321434,0.643017504038615,20.42883,20.39068,20.45184,20.1331,20.11302,QSO,1.844449,1095,52521
127.817494577812,47.1443528865542,18.37253,16.80646,16.0381,15.6146,15.32657,GALAXY,0.07831216,549,51981
123.516973967736,43.659157287303,24.28747,22.44734,20.79342,20.13509,19.88697,GALAXY,0.3936006,6378,56330
184.627767363529,30.0712045816897,22.35838,21.7279,21.60518,21.63912,21.29517,STAR,0.0007713631,6476,56358
348.595662848241,28.9586306655436,26.05747,21.772,20.02709,19.15877,18.84901,GALAXY,0.44634,6584,56568
41.0592640135092,31.8364620671744,21.21525,19.20961,18.24114,17.79248,17.57094,STAR,-0.0001705542,3210,54876
152.936115368908,20.9177762997884,21.93789,21.34084,21.22017,21.01729,20.71543,QSO,2.671411,5893,56034
132.656144396446,32.1549463465555,23.13365,24.0585,22.04945,20.82707,19.94458,GALAXY,0.6441036,10236,58154
113.992632030153,18.6329501487254,23.09818,22.35929,20.06835,18.91386,18.40399,GALAXY,0.6032788,4488,55571
145.619483413798,38.3198665459246,23.2114,24.75648,21.67605,20.49435,19.76833,GALAXY,0.6542972,8863,57724
26.6729808258221,0.888439017804089,23.14864,21.34429,19.9803,18.67089,18.00834,STAR,4.019576e-05,1077,52644
129.004019364518,-3.56773966982941,22.86831,20.33079,19.58692,19.28206,19.58877,STAR,0.0002172134,2828,54438
255.153798139,23.652027359073,20.10253,19.2548,18.93522,18.82649,18.76971,STAR,0.0001443941,3290,54941
149.690445892879,46.8487356424758,20.79444,18.68511,17.53,17.06294,16.70469,GALAXY,0.1585331,872,52339
126.710318826595,46.471724107925,21.66397,21.55404,21.36948,21.20376,21.39021,QSO,1.898606,7325,56717
115.452678088154,19.9235752113312,22.33932,23.01419,21.88874,21.33188,20.50266,GALAXY,0.8472723,8955,57451
245.03473924006,15.1644922891399,22.91718,21.05731,20.99021,21.10492,21.0144,GALAXY,0.06842323,4074,55679
120.760881392571,-0.323749907294734,20.18874,18.04045,17.10881,16.75779,16.64366,STAR,0.0004441692,7451,56739
188.560009400971,-1.332269542155,18.20422,17.94627,17.81066,17.88754,17.7824,QSO,1.014079,335,52000
189.348367170251,-1.42430157368781,21.93161,21.01423,20.62792,20.4384,20.062,STAR,0.0005531245,3848,55647
150.10456196467,2.43166905031492,24.63466,21.3729,24.80203,17.80227,22.8269,STAR,3.554458e-05,500,51994
1.21795753666702,-7.49932734399269,26.54065,23.06388,20.89022,19.74179,19.33917,GALAXY,0.5983196,7148,56591
191.91855265464,50.9104740751694,18.7953,17.83966,17.56901,17.48012,17.47481,STAR,-0.0001139775,2898,54567
138.694559931088,5.14609927085207,23.23424,21.61124,20.25949,19.49425,18.74879,GALAXY,0.5499949,4795,55889
147.914782005026,5.90063285374081,24.30526,22.10243,20.59692,19.46443,19.07153,GALAXY,0.5694667,4873,55926
114.509989986887,33.9759898200634,22.97855,21.43562,19.83123,18.99157,18.54028,GALAXY,0.4685976,4443,55539
116.483846904717,36.5995241132335,19.83801,18.77625,17.96705,17.51776,17.22663,GALAXY,0.2177082,543,52017
115.487725176475,35.0998944284377,25.68833,24.02914,22.05942,20.93238,19.93029,GALAXY,0.8892998,9362,57801
193.918648086923,23.0922815219308,23.60103,21.64265,20.3916,19.55305,19.0646,GALAXY,0.6004479,5989,56312
168.305674807473,33.2110919422293,19.26087,19.00882,18.67827,18.64274,18.22994,GALAXY,0.3448277,2107,53786
224.177619392233,46.4914776190819,22.10644,20.27921,18.49834,17.89667,17.5519,GALAXY,0.3523431,1676,53147
134.030375517316,47.4890091879123,25.98045,23.55491,21.76752,20.36986,19.71615,GALAXY,0.7154598,7513,56780
124.885620057782,41.0912592707621,20.42595,18.65431,17.78008,17.4208,17.11634,GALAXY,0.1303111,760,52264
199.924149414372,66.677419707554,22.14624,20.73002,20.55642,20.45119,20.21032,QSO,2.825844,6826,56449
10.3925375963777,0.0759481763913742,23.20198,22.64924,22.11412,21.87436,22.04907,GALAXY,1.084333,9409,58051
150.650241433777,63.6750183469168,21.65856,21.23355,20.30827,19.50774,19.29753,GALAXY,0.5471533,5722,56008
202.917389691813,41.5515117560088,24.14817,22.02522,20.48049,19.39957,18.88684,GALAXY,0.5912078,6622,56365
226.867797895766,34.8794601092336,22.91793,21.27802,19.22101,18.35205,17.75708,GALAXY,0.5617642,4717,55742
211.133563086374,43.5370145611841,25.81351,23.59392,22.72575,21.12336,19.78865,GALAXY,0.9884059,8503,57519
340.136678359006,27.6240192429074,22.80363,21.83413,20.50172,19.65209,19.20379,QSO,0.5343385,6296,56219
4.02849362691842,31.307739258291,22.29421,21.07186,19.86212,19.1134,18.60994,GALAXY,0.4516944,7133,56567
159.158194575773,-1.94930466950599,26.28613,22.55464,20.98659,19.9251,19.35242,GALAXY,0.5217634,3771,55544
183.150388513119,-2.27828657036741,23.90072,20.39316,18.67069,18.02566,17.67289,GALAXY,0.3942646,332,52367
15.245604505062,1.55428990616912,22.71259,21.82829,21.71097,21.52535,21.10697,STAR,-0.000124392,7858,57281
328.823033225598,1.16476456133355,21.44448,22.15121,21.78601,21.76191,22.0184,QSO,1.436177,5147,55854
221.782819213101,36.7416475281787,21.6108,21.46187,20.44743,19.62923,19.16325,GALAXY,0.5808129,4718,56014
213.509851615078,39.3446445447399,18.19852,17.08521,16.61137,16.28225,16.11779,GALAXY,0.06434648,1380,53084
242.349708195929,27.0316520024694,19.68607,18.92036,18.1715,17.74503,17.52836,GALAXY,0.2144761,1393,52824
143.630290324539,31.7362559509593,24.49197,23.29855,22.34775,21.78304,21.54792,GALAXY,0.9152478,10429,58145
244.338656092604,47.1031183639598,19.92272,19.07849,19.05779,19.06535,18.83411,STAR,-0.0001987546,6321,56449
258.52736816439,30.645739162354,24.35609,21.58802,20.73072,20.45568,21.69882,STAR,0.0001207066,4997,55738
352.712106681455,0.658693121625457,21.99923,21.2854,20.4712,20.15553,20.02448,QSO,1.149155,9156,58039
353.988585317765,0.632200535983634,19.70039,18.62537,18.1083,17.90917,17.87215,STAR,-0.0007459992,384,51821
354.306531890899,0.807298055113201,20.33503,18.45293,17.71465,17.43138,17.29823,STAR,1.98296e-05,1094,52524
193.687685265932,51.5412636504774,20.2876,20.23498,20.28193,20.26526,20.11505,QSO,2.035854,8222,57431
159.712117467111,20.3418189307191,24.67216,21.98375,20.32891,19.29727,18.77362,GALAXY,0.5324848,5874,56039
20.8937920378487,1.73133525762121,20.28241,20.14191,19.80713,20.00991,19.8933,QSO,1.04464,7861,57281
348.308723849021,1.73147026033465,21.24315,21.3019,20.82597,20.76175,20.70038,QSO,1.296758,9174,58070
126.879041514586,27.7509149521899,24.66733,22.70602,22.00824,22.64912,23.51877,GALAXY,0.3451667,9612,57801
208.524274287401,53.9600740789521,24.8717,22.44477,21.60996,20.38696,19.61384,GALAXY,0.6996887,8206,57424
250.167929548572,24.135532272128,23.31807,21.7272,20.38321,19.59276,19.07992,QSO,4.904543,4186,55691
